Index,y_test,predictions
97,250068.7634102495,264361.7012337995
98,181532.92465358204,264361.7012337995
99,348203.643929735,264361.7012337995
100,160754.2026440746,169945.15315810073
101,332659.4152187862,264361.7012337995
102,309017.3106914221,264361.7012337995
103,204445.5601737942,169945.15315810073
104,173645.86879321636,169945.15315810073
105,269812.36123084044,264361.7012337995
106,218601.68858773253,169945.15315810073
107,389651.2355576457,264361.7012337995
108,335907.63522883184,264361.7012337995
109,124932.476230499,169945.15315810073
110,171211.46885658443,264361.7012337995
111,109534.74126269796,169945.15315810073
112,278389.97266451025,264361.7012337995
113,403625.0126844704,264361.7012337995
114,217930.2478168445,169945.15315810073
115,276836.3316107664,169945.15315810073
116,149992.94020031847,169945.15315810073
117,158467.7042814999,169945.15315810073
118,180025.45953393675,169945.15315810073
119,179522.73352911382,169945.15315810073
120,267155.7632216002,264361.7012337995
121,137889.72539913296,169945.15315810073
122,248356.3876099267,264361.7012337995
123,319737.36672024813,264361.7012337995
124,352424.5191147452,264361.7012337995
125,170152.56691136747,264361.7012337995
126,154794.5596399754,169945.15315810073
127,166968.168289035,169945.15315810073
128,320842.39472594525,264361.7012337995
129,320172.821942087,264361.7012337995
130,433711.4766084304,264361.7012337995
131,275142.8924443099,264361.7012337995
132,194929.0549910849,264361.7012337995
133,155686.88190962613,169945.15315810073
134,110274.23481672411,169945.15315810073
135,92212.15905699144,169945.15315810073
136,194277.87114812183,264361.7012337995
137,198984.26850500767,169945.15315810073
138,179270.39013717315,264361.7012337995
139,180948.4645195588,169945.15315810073
140,308014.6278643965,264361.7012337995
141,303655.2596523914,264361.7012337995
142,151950.69517085692,169945.15315810073
143,296077.32773452665,264361.7012337995
144,237816.9349025666,264361.7012337995
145,181759.96456698253,264361.7012337995
146,236942.91752036204,169945.15315810073
147,152496.48653318986,264361.7012337995
148,284168.7154221651,264361.7012337995
149,350610.44922279194,264361.7012337995
150,297625.90354299254,264361.7012337995
151,270440.09908401174,264361.7012337995
152,246449.67105951585,169945.15315810073
153,232754.3434519128,169945.15315810073
154,212850.161650117,264361.7012337995
155,198079.2100349921,169945.15315810073
156,173660.05408360154,169945.15315810073
157,320020.72945880925,264361.7012337995
158,157318.40960262166,169945.15315810073
159,188862.8411214995,264361.7012337995
160,286712.94074324385,264361.7012337995
161,285926.27226518624,264361.7012337995
162,160200.66768311049,169945.15315810073
163,279062.23093665444,264361.7012337995
164,245002.5591288642,264361.7012337995
165,109488.02624675944,169945.15315810073
166,90531.41342933876,169945.15315810073
167,230993.914624285,264361.7012337995
168,152823.44419809332,169945.15315810073
169,332761.31015741616,264361.7012337995
170,148691.31333400504,169945.15315810073
171,152324.70365597014,169945.15315810073
172,99779.25982205624,264361.7012337995
173,263573.7074438029,264361.7012337995
174,109617.7083651906,264361.7012337995
175,293949.6989272993,264361.7012337995
176,254919.27518581905,264361.7012337995
177,294490.11688539525,264361.7012337995
178,212209.09917240945,264361.7012337995
179,344024.6655329827,264361.7012337995
180,359693.5568307621,264361.7012337995
181,412409.1821830099,264361.7012337995
182,83255.68748933091,264361.7012337995
183,122117.21112551144,264361.7012337995
184,198325.46877302267,264361.7012337995
185,187510.6046489711,169945.15315810073
186,267438.0721911693,264361.7012337995
187,214907.1845105312,264361.7012337995
188,239150.30203573,264361.7012337995
189,166122.97369439056,264361.7012337995
190,202642.34969099992,169945.15315810073
191,213765.1244172858,169945.15315810073
192,52711.41666592787,169945.15315810073
193,187734.34547927784,169945.15315810073
194,311967.39250561816,264361.7012337995
195,362477.9868591472,264361.7012337995
196,245644.48492047997,264361.7012337995
197,245138.49133112992,169945.15315810073
198,284653.8465980129,264361.7012337995
199,307438.7122457693,264361.7012337995
200,95322.72142644516,264361.7012337995
201,237016.11325155952,264361.7012337995
202,235730.4611880492,169945.15315810073
203,332659.34867950855,264361.7012337995
204,276408.0669156723,264361.7012337995
205,173786.0951496956,169945.15315810073
206,332635.2959810184,264361.7012337995
207,322826.46474904346,264361.7012337995
208,154011.23461061972,169945.15315810073
209,230807.42774373392,264361.7012337995
210,233374.9460378349,169945.15315810073
211,146680.49027520872,169945.15315810073
212,291873.7423336311,264361.7012337995
213,208087.4913571432,264361.7012337995
214,220584.4007349063,169945.15315810073
215,252618.3698172096,264361.7012337995
216,256164.09173004315,264361.7012337995
217,291846.30530255905,264361.7012337995
218,244566.974758674,264361.7012337995
219,112971.61001773553,169945.15315810073
220,217117.2320021981,169945.15315810073
221,301514.7533862139,264361.7012337995
222,197626.311109354,169945.15315810073
223,149438.55165354285,169945.15315810073
224,253838.3957436985,169945.15315810073
225,194895.1944208455,169945.15315810073
226,161863.32679366838,169945.15315810073
227,81537.08848845093,169945.15315810073
228,201792.8011981934,169945.15315810073
229,210918.27549769412,264361.7012337995
230,252196.84599621396,169945.15315810073
231,249492.2595891988,169945.15315810073
232,193267.4046935708,169945.15315810073
233,343934.2086506598,264361.7012337995
234,182758.44459285823,169945.15315810073
235,126505.85495463636,169945.15315810073
236,121817.23479229056,169945.15315810073
237,153648.6622845494,264361.7012337995
238,61394.09223448904,169945.15315810073
239,134734.72441886223,264361.7012337995
240,155028.407238951,169945.15315810073
241,170242.39817028926,169945.15315810073
242,99399.57273212667,169945.15315810073
243,213618.78885488503,264361.7012337995
244,326051.33710694104,264361.7012337995
245,247140.8367290017,169945.15315810073
246,179667.59305137116,169945.15315810108
247,284793.91988361086,264361.7012337995
248,283141.46074829146,264361.7012337995
249,302560.05067457515,264361.7012337995
250,191465.8587259704,169945.15315810073
251,241789.7411337914,264361.7012337995
252,250269.3810248279,264361.7012337995
253,217616.41323918867,169945.15315810073
254,269115.96440255805,264361.7012337995
255,272626.37420712964,264361.7012337995
256,298439.29686644167,264361.7012337995
257,183896.44489976723,264361.7012337995
258,153261.0143237167,264361.7012337995
259,202148.78382921044,169945.15315810073
260,364977.34843424615,264361.7012337995
261,305085.9395520533,264361.7012337995
262,175620.49982828763,264361.7012337995
263,226404.9358606055,264361.7012337995
264,323981.2909916455,264361.7012337995
265,312936.62911892025,264361.7012337995
266,168779.35833717138,169945.15315810073
267,144988.00252093826,169945.15315810073
268,263364.59082523925,264361.7012337995
269,160642.5901712728,169945.15315810073
270,135424.22675637514,169945.15315810073
271,213680.9267623404,264361.7012337995
272,203716.13508642573,169945.15315810073
273,164342.52302158443,169945.15315810073
274,189550.5288321749,169945.15315810073
275,155481.77701719373,169945.15315810073
276,269700.7801026836,264361.7012337995
277,301676.11486408743,264361.7012337995
278,118654.72818013027,264361.7012337995
279,214556.12818069,264361.7012337995
280,314018.0283390546,264361.7012337995
281,295570.9567863174,264361.7012337995
282,271413.3498570895,264361.7012337995
283,277213.13448605617,264361.7012337995
284,186687.46013374245,169945.15315810073
285,250814.81608450663,264361.7012337995
286,184645.74563081237,264361.7012337995
287,174984.53126376297,264361.7012337995
288,149911.1190011201,169945.15315810073
289,179053.5435497766,169945.15315810073
290,289874.2355322747,264361.7012337995
291,238368.7257114992,169945.15315810073
292,267277.2875065761,264361.7012337995
293,196297.5070582374,169945.15315810073
294,222521.58861169935,169945.15315810073
295,143249.95857723575,169945.15315810073
296,337447.9191939596,264361.7012337995
297,263725.6317176744,264361.7012337995
298,380675.1481730195,264361.7012337995
299,194197.70300486573,169945.15315810073
300,221450.0887576756,264361.7012337995
301,208488.5268246245,169945.15315810073
302,246222.31511623945,264361.7012337995
303,267946.9733545564,264361.7012337995
304,250085.2094011555,264361.7012337995
305,166953.4544817499,169945.15315810073
306,240791.29196957927,264361.7012337995
307,294840.0081062284,264361.7012337995
308,206111.9865511481,169945.15315810073
309,215645.70303299752,264361.7012337995
310,203692.03151233017,169945.15315810073
311,258865.961319416,264361.7012337995
312,201288.38042088263,264361.7012337995
313,106934.88821906743,169945.15315810073
314,272190.09129781794,264361.7012337995
315,145364.55397398787,169945.15315810073
316,63555.93292861928,169945.15315810073
317,152212.32677813742,169945.15315810073
318,163138.11378919324,264361.7012337995
319,313533.6539984128,264361.7012337995
320,198444.2855472129,169945.15315810073
321,140547.48420092856,169945.15315810073
322,192832.5301400217,264361.7012337995
323,216100.94894161072,169945.15315810073
324,381552.5665703545,264361.7012337995
325,313517.4296639666,264361.7012337995
326,212556.72701941425,264361.7012337995
327,310595.01563999,264361.7012337995
328,212772.0458235928,264361.7012337995
329,128384.96598875534,169945.15315810073
330,182696.9242394661,169945.15315810073
331,273283.1219501401,169945.15315810073
332,245152.93691738351,264361.7012337995
333,222889.68666683728,264361.7012337995
334,249481.0288022763,264361.7012337995
335,185322.66842062175,264361.7012337995
336,200078.45924895,264361.7012337995
337,151157.18688775192,264361.7012337995
338,101486.88564341796,264361.7012337995
339,363857.637165257,264361.7012337995
340,288957.60809724027,264361.7012337995
341,359058.51121747505,264361.7012337995
342,304455.1992067868,264361.7012337995
343,295534.3403990959,264361.7012337995
344,242098.3094887168,169945.15315810073
345,296730.5407480843,264361.7012337995
346,160046.45258534158,169945.15315810073
347,201815.46467291936,264361.7012337995
348,197888.1079481344,169945.15315810073
349,361126.02883964265,264361.7012337995
350,277906.4264938169,264361.7012337995
351,182006.9478795436,264361.7012337995
352,175247.493713134,169945.15315810073
353,226943.5772860338,264361.7012337995
354,265342.7996902914,264361.7012337995
355,296550.9448047437,169945.15315810073
356,232845.13370222657,264361.7012337995
357,200545.0758315263,169945.15315810073
358,303638.8573759686,264361.7012337995
359,106485.7623922026,169945.15315810073
360,140964.10104423636,264361.7012337995
361,283836.75664568745,264361.7012337995
362,293272.6525500449,264361.7012337995
363,180728.27490508533,169945.15315810073
364,104611.2759411198,169945.15315810073
365,338094.3935308603,264361.7012337995
366,238264.54216647684,264361.7012337995
367,230475.43905464583,264361.7012337995
368,260784.8267709633,264361.7012337995
369,262802.5262141651,264361.7012337995
370,279032.5916670243,169945.15315810073
371,232148.0067607037,264361.7012337995
372,193047.3517155295,264361.7012337995
373,231643.12208418112,169945.15315810073
374,329386.99382066715,264361.7012337995
375,132167.98814944687,169945.15315810073
376,318884.14640520606,264361.7012337995
377,88256.82683839275,169945.15315810073
378,277194.9878057246,264361.7012337995
379,151323.19361764728,264361.7012337995
380,87687.92585374012,169945.15315810073
381,296846.22391938826,264361.7012337995
382,177625.4205177124,264361.7012337995
383,349692.9092279408,264361.7012337995
384,240942.6385063934,169945.15315810073
385,189982.624157185,169945.15319173672
386,187296.2695189832,264361.7012337995
387,92973.0358430726,169945.15315810073
388,195502.942432247,169945.15315810073
389,133626.22147455462,169945.15315810073
390,158575.72867875177,264361.7012337995
391,343054.6483023832,264361.7012337995
392,204000.4911880818,169945.15315810073
393,300510.58622693503,264361.7012337995
394,227966.82743567857,264361.7012337995
395,300837.6779173684,264361.7012337995
396,287907.1799113642,264361.7012337995
397,217694.41994624303,264361.7012337995
398,223364.0012668081,264361.7012337995
399,398938.86158336856,264361.7012337995
400,184374.17482546493,264361.7012337995
401,340104.6661167665,264361.7012337995
402,233977.6686507467,264361.7012337995
403,228185.794392124,264361.7012337995
404,191450.1972922048,169945.15315810073
405,203616.7436807176,264361.7012337995
406,166018.489367791,264361.7012337995
407,261529.60065880552,264361.7012337995
408,206435.2163385352,264361.7012337995
409,328807.3896199537,264361.7012337995
410,157586.9138354137,169945.15315810073
411,204744.8183839853,169945.15315810073
412,120062.85676556257,169945.15315810073
413,129424.2079188166,169945.15315810073
414,218368.9808222016,169945.15315810073
415,202610.26602159257,169945.15315810073
416,103780.04322613426,169945.15315810073
417,291585.9926046291,264361.7012337995
418,358077.03709418303,264361.7012337995
419,2360.27444990864,169945.15315810073
420,193956.8884079309,264361.7012337995
421,323999.6669455955,264361.7012337995
422,257664.89152594685,264361.7012337995
423,405763.4610860496,264361.7012337995
424,244776.4189845677,264361.7012337995
425,299789.8601548391,264361.7012337995
426,222083.8257684621,264361.7012337995
427,293855.11991095985,264361.7012337995
428,157683.6674475692,169945.15315810073
429,205777.09456991465,169945.15315810073
430,275806.58226009266,264361.7012337995
431,315304.7590995394,264361.7012337995
432,327520.4597888944,264361.7012337995
433,212832.84933697432,264361.7012337995
434,165193.49504645265,169945.15315810073
435,106723.43735859716,264361.7012337995
436,68420.58913925773,169945.15315810073
437,214055.78170294347,264361.7012337995
438,311911.99976270297,264361.7012337995
439,199570.4095671651,264361.7012337995
440,269940.1612817968,169945.15315810073
441,220879.9864935182,264361.7012337995
442,63537.58579026943,169945.15315810073
443,361605.9358177593,264361.7012337995
444,106755.58412024548,169945.15315810073
445,166707.68379045237,264361.7012337995
446,259780.25358639285,169945.15315810073
447,166870.56788851946,169945.15315810073
448,97422.08368762385,169945.15315810073
449,328218.3372313304,264361.7012337995
450,115277.31086913664,169945.15315810073
451,200557.10071905545,264361.7012337995
452,257439.8275495928,264361.7012337995
453,189765.7700997048,264361.7012337995
454,411178.69188018434,264361.7012337995
455,299257.5612971264,264361.7012337995
456,236762.0684249769,264361.7012337995
457,313034.94930470176,264361.7012337995
458,145313.45406630557,169945.15315810073
459,168485.86288451147,264361.7012337995
460,264210.7024093908,169945.15315810073
461,276382.0311158142,264361.7012337995
462,224628.15708808115,264361.7012337995
463,158951.27302025078,264361.7012337995
464,254693.692696386,264361.7012337995
465,166554.2125846771,264361.7012337995
466,289615.3403578793,264361.7012337995
467,331965.0427088934,264361.7012337995
468,378775.7698327996,264361.7012337995
469,417149.9443483135,264361.7012337995
470,124979.7568964682,264361.7012337995
471,255105.46379372163,264361.7012337995
472,192931.9062892047,169945.15315810073
473,223967.0980309322,264361.7012337995
474,250815.40879198292,169945.15315810073
475,353936.9167489209,264361.7012337995
476,95796.32379696834,169945.15315810073
477,124516.74546541052,169945.15315810073
478,64250.32706918706,169945.15315810073
479,263029.16427251097,264361.7012337995
480,352793.56773175026,264361.7012337995
481,415120.872649943,264361.7012337995
482,257202.14455246675,264361.7012337995
483,293329.14899338793,264361.7012337995
484,134209.34480061557,169945.15315810073
485,233658.44257589788,264361.7012337995
486,177207.42399940183,169945.15315810073
487,128152.21036750908,264361.7012337995
488,208051.7370571672,264361.7012337995
489,183522.5653419149,169945.15315810073
490,315960.4160015363,264361.7012337995
491,173691.7904971331,169945.15315810073
492,275846.2980137504,264361.7012337995
493,188757.27469487616,169945.15315810073
494,20170.64415407713,169945.15315810073
495,191030.3873850524,169945.15315810073
496,183265.3989623526,169945.15315810073
497,242183.10333551464,169945.15315810073
498,257503.38738667572,264361.7012337995
499,232094.68487803004,264361.7012337995
500,185516.19444349784,169945.15315810073
501,205967.79557996287,169945.15315810073
502,188775.83176655092,264361.7012337995
503,160391.16176013649,264361.7012337995
504,125992.0839115339,169945.15315810073
505,222369.35574008644,169945.15315810073
506,129085.83793495117,169945.15315810073
507,128522.49907364116,169945.15315810073
508,222787.77722218432,169945.15315810073
509,283853.8373624417,264361.7012337995
510,153739.583338779,169945.15315810073
511,219808.29889002568,264361.7012337995
512,232977.33834064877,264361.7012337995
513,262360.1082670995,264361.70080196584
514,262805.6988429988,264361.7012337995
515,219978.16929610583,169945.15315810073
516,259597.85198125144,264361.7012337995
517,276977.3021754332,264361.7012337995
518,218493.03082541004,169945.15315811563
519,370626.439473164,264361.7012337995
520,241090.9101987016,264361.7012337995
521,301486.59231458534,264361.7012337995
522,300731.8354781658,264361.7012337995
523,170209.57029022538,169945.15315810073
524,207437.2388986353,169945.15315810073
525,158435.06366226022,169945.15315810073
526,255524.75212447075,264361.7012337995
527,176457.28859438942,169945.15315810073
528,252127.8907449308,264361.7012337995
529,293040.74281501287,264361.7012337995
530,322746.8150547178,264361.7012337995
531,168610.0479935274,169945.15315810073
532,267005.9190474079,264361.7012337995
533,154634.2906006166,169945.15315810073
534,304721.46593773016,264361.7012337995
535,79782.18728357833,169945.15315810073
536,265749.84575413016,264361.7012337995
537,197426.45368880048,264361.7012337995
538,168201.59111008843,169945.15315810073
539,310524.9185522971,264361.7012337995
540,239299.51959981816,264361.7012337995
541,272011.4225040293,264361.7012337995
542,208107.9210108333,264361.7012337995
543,229562.64007982524,169945.15315810073
544,197492.93541520095,169945.15315810073
545,331768.9999118108,264361.7012337995
546,319833.96663086454,264361.7012337995
547,98935.97535317128,169945.15315810073
548,249985.8768913092,264361.7012337995
549,188862.4669747573,169945.15315810073
550,341726.9961721154,264361.7012337995
551,177260.8966321027,169945.15315810073
552,167800.19351439798,169945.15315810073
553,349537.4995629459,264361.7012337995
554,216825.26358664472,264361.7012337995
555,176505.05702510092,264361.7012337995
556,319749.0189508542,264361.7012337995
557,240633.014250118,264361.7012337995
558,156811.76435355778,169945.15315810073
559,359479.6195872599,264361.7012337995
560,299904.284337529,264361.7012337995
561,79441.72986086977,169945.15315810073
562,347968.56896128017,264361.7012337995
563,192683.49367628316,169945.15315810073
564,107798.21761570682,169945.15315810073
565,253723.4533329121,264361.7012337995
566,296595.0704429868,264361.7012337995
567,210188.69636777564,169945.15315810073
568,225503.9967936552,264361.7012337995
569,321355.66334249766,264361.7012337995
570,270826.4348217745,264361.7012337995
571,357463.9674002588,264361.7012337995
572,156544.88406792446,264361.7012337995
573,314687.3217907532,264361.7012337995
574,348681.8614136757,264361.7012337995
575,243482.24823255173,264361.7012337995
576,115202.93724042212,169945.15315810073
577,303131.0025167634,264361.7012337995
578,130926.17047790172,169945.15315810073
579,150940.8101390423,169945.15315810073
580,322101.894358827,264361.7012337995
581,106128.17793063994,169945.15315810073
582,297692.88997242035,264361.7012337995
583,202044.4191986813,264361.7012337995
584,239333.52293807705,264361.7012337995
585,224610.804707732,264361.7012337995
586,276409.86069321854,264361.7012337995
587,172303.94246096353,264361.7012337995
588,112007.92706708076,169945.15315810888
589,176175.41819701885,169945.15315810073
590,225367.96756247096,264361.7012337995
591,274068.93830237293,264361.7012337995
592,282537.1744524533,264361.7012337995
593,320406.2796999782,264361.7012337995
594,167285.33983468811,169945.15315810073
595,182714.5828759603,264361.7012337995
596,300148.6721240222,264361.7012337995
597,327495.4012770237,264361.7012337995
598,277995.3576050803,264361.7012337995
599,174644.43451777234,264361.7012337995
600,314713.58909629623,169945.15315810073
601,163960.8607752841,169945.15315810073
602,175632.68513839305,169945.15315810073
603,373797.1322616373,264361.7012337995
604,217093.34759806213,169945.15315810073
605,354470.3174260188,264361.7012337995
606,206752.85438563995,264361.7012337995
607,329127.9912182725,264361.7012337995
608,115978.17737682442,169945.15315810073
609,232091.15864261647,264361.7012337995
610,176761.29615003974,169945.15315810073
611,373287.7436457863,264361.7012337995
612,163514.82885956237,264361.7012337995
613,144493.78093755717,169945.15315810073
614,323073.8482114302,264361.7012337995
615,116942.41000703788,169945.15315810073
616,180512.4775870909,264361.7012337995
617,187065.2835290316,169945.15315810073
618,180804.4512608019,169945.15315810073
619,191824.9277974855,169945.15315810073
620,204638.48934164175,169945.15315810073
621,118085.67110704188,169945.15315810073
622,256038.37121715496,264361.7012337995
623,290966.3578790355,169945.15315810073
624,200095.3894323159,264361.7012337995
625,382177.99046995305,264361.7012337995
626,121028.85887845705,264361.7012337995
627,187918.2749808088,169945.15315810073
628,189994.6139363917,169945.15315810073
629,94623.72345624983,169945.15315810073
630,294291.4197532608,264361.7012337995
631,272436.239065061,264361.7012337995
632,153518.2204437335,264361.7012337995
633,98926.6125408647,169945.15315810073
634,229610.7509643617,264361.7012337995
635,292337.8737451793,264361.7012337995
636,219349.075165494,264361.7012337995
637,319757.2764641519,264361.7012337995
638,218373.1751127109,169945.15315810073
639,343819.5154016112,264361.7012337995
640,289245.761713465,264361.7012337995
641,259069.0877599304,264361.7012337995
642,271896.19774107926,264361.7012337995
643,371378.011696835,264361.7012337995
644,199608.1521441237,169945.15315810073
645,205441.7422911479,264361.7012337995
646,240042.8299686684,264361.7012337995
647,55934.08969032766,169945.15315810073
648,258202.42355481957,264361.7012337995
649,96725.21916342185,169945.15315810073
650,236772.2433418829,264361.7012337995
651,133828.40511786018,169945.15315810073
652,194070.87954251608,264361.7012337995
653,291431.51040560514,264361.7012337995
654,254828.5093161364,264361.7012337995
655,112546.15077027168,169945.15315810073
656,177548.11332557668,264361.7012337995
657,275547.2887551611,264361.7012337995
658,194236.12243495992,264361.7012337995
659,149384.1510841601,169945.15315810073
660,371024.4730937471,264361.7012337995
661,257844.68498611823,169945.15315810073
662,68531.38296190313,169945.15315810073
663,178249.9149851767,169945.15315810073
664,250853.73081412236,264361.7012337995
665,215728.835063198,169945.15315810073
666,261259.72031698184,169945.15315810073
667,142183.8818828227,169945.15315810073
668,186690.82244201604,169945.15315810073
669,309239.44758465927,264361.7012337995
670,202955.9861635987,264361.7012337995
671,162051.65141261555,169945.15315810073
672,190324.85923080888,169945.15315810073
673,158834.1959041637,169945.15315810073
674,260931.52455508136,264361.7012337995
675,259803.68188519732,264361.7012337995
676,257520.01142802197,264361.7012337995
677,270778.6275974037,264361.7012337995
678,298023.2099333531,264361.7012337995
679,343791.30599513673,264361.7012337995
680,300465.46000409283,169945.15315810073
681,387646.0688701097,264361.7012337995
682,64047.49848800889,169945.15315810073
683,275679.5239046439,264361.7012337995
684,113686.75403154586,169945.15315810073
685,321613.5287280282,264361.7012337995
686,202788.07123838,264361.7012337995
687,184513.63681026295,169945.15315810073
688,82598.26797584903,169945.15315810073
689,236683.28938428895,264361.7012337995
690,103854.54881012786,169945.15315810073
691,296807.6712246501,264361.7012337995
692,317039.9740250219,264361.7012337995
693,297900.4562214961,264361.7012337995
694,221325.478067996,264361.7012337995
695,192451.05031442555,169945.15315810073
696,273205.2768211528,264361.7012337995
697,161873.29730817748,169945.15315810073
698,246058.7960412876,264361.7012337995
699,287566.6090437797,264361.7012337995
700,246481.4103261819,264361.7012337995
701,100330.28635048115,169945.15315810073
702,184638.64669210484,169945.15315810073
703,233584.91834865356,169945.15315810073
704,287676.04961093346,264361.7012337995
705,274947.96882866696,264361.7012337995
706,222316.36272362192,169945.15315810073
707,217022.70778406164,264361.7012337995
708,257789.66634237865,264361.7012337995
709,-847.895072570187,169945.15315810073
710,232694.95346432336,264361.7012337995
711,299727.23301521345,264361.7012337995
712,305166.7005305843,264361.7012337995
713,357004.1370942145,264361.7012337995
714,173611.1239158015,169945.15315810073
715,288091.6312658345,169945.15315810073
716,198756.1634573711,264361.7012337995
717,296316.1271857257,264361.7012337995
718,286531.4435556984,264361.7012337995
719,166364.51273932506,169945.15315810073
720,170039.61594488283,169945.15315810073
721,139132.23706444923,169945.15315810073
722,171603.72666351026,169945.15315810073
723,306286.0037515194,264361.7012337995
724,255065.09362404735,264361.7012337995
725,247513.0514083974,264361.7012337995
726,347126.10591676907,264361.7012337995
727,207957.9274782492,169945.15315810073
728,292542.7865700652,264361.7012337995
729,212466.2830268875,264361.7012337995
730,190205.6099316505,169945.15315810073
731,394623.4713708486,264361.7012337995
732,204192.2264660677,169945.15315810073
733,290551.6627492132,264361.7012337995
734,195264.95900785475,169945.15315810073
735,221698.3184887953,169945.15315810073
736,108941.87261957616,169945.15315810073
737,230317.57199036024,264361.7012337995
738,308699.9515747236,264361.7012337995
739,310237.18769496895,169945.15315810073
740,126874.83296090466,169945.15315810073
741,265212.17629003315,264361.7012337995
742,302258.0402522555,264361.7012337995
743,97424.34256626804,169945.15315810073
744,201526.21644290345,169945.15315810073
745,217892.1344312101,169945.15315810073
746,197752.14169162596,264361.7012337995
747,291740.522676887,264361.7012337995
748,323111.80065376026,264361.7012337995
749,122178.80447151697,169945.15315810073
750,218121.02361185712,264361.7012337995
751,281602.9994446728,169945.15315810073
752,153496.8597439828,169945.15315810073
753,182117.60422045,169945.15315810073
754,382665.919970435,264361.7012337995
755,132254.4496153188,169945.15315810073
756,81698.857908841,169945.15315810073
757,213296.21878960275,264361.7012337995
758,213610.63965808257,264361.7012337995
759,189094.1749383663,264361.7012337995
760,130808.22120966105,169945.15315810073
761,82541.0980219324,169945.15315810073
762,258771.5961898808,264361.7012337995
763,363879.86259337,264361.7012337995
764,88479.58149052356,169945.15315810073
765,204537.1208876468,169945.15315810073
766,165505.29950488528,264361.7012337995
767,350499.068963134,264361.7012337995
768,247411.63948073,264361.7012337995
769,169030.30595461177,264361.7012337995
770,276426.4321146753,169945.15315810073
771,238448.03822649916,169945.15315810073
772,209188.47993190272,169945.15315810073
773,189809.8962259773,169945.15315810073
774,165392.842724655,169945.15315810073
775,156194.08644384734,169945.15315810073
776,330690.80140947027,264361.7012337995
777,255788.89440910157,264361.7012337995
778,307958.2492335608,264361.7012337995
779,246918.56266797893,264361.7012337995
